time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:08,264,2,0,0,0,113,235,235,239,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:01:08,264,2,0,0,0,113,235,236,239,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:02:08,264,2,0,0,0,113,232,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:03:08,264,2,0,0,0,113,233,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:04:08,264,2,0,0,0,113,232,232,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:05:09,264,2,0,0,0,113,232,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:06:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:07:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:08:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:09:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:10:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:11:09,264,2,0,0,0,113,231,232,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:12:09,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:13:10,264,2,0,0,0,113,231,232,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:14:10,264,2,0,0,0,113,231,232,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:15:10,264,2,0,0,0,113,230,231,234,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:16:10,264,2,0,0,0,113,231,231,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:17:10,264,2,0,0,0,113,230,231,234,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
