time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:35,264,5,0,0,0,226,235,235,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:01:35,264,5,0,0,0,226,235,235,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:02:35,264,5,0,0,0,229,235,234,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:03:35,264,5,0,0,0,226,233,233,236,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:04:36,264,5,0,0,0,226,234,234,236,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:05:36,264,5,0,0,0,226,234,233,236,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:06:36,264,5,0,0,0,226,235,234,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:07:36,264,5,0,0,0,226,235,234,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:08:36,264,5,0,0,0,226,234,233,236,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:09:36,264,5,0,0,0,226,235,234,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:10:36,264,5,0,0,0,226,235,234,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:11:37,264,5,0,0,0,226,236,235,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:12:37,264,5,0,0,0,226,236,235,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:13:37,264,5,0,0,0,226,234,233,236,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:14:37,264,5,0,0,0,226,235,235,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:15:37,264,5,0,0,0,226,236,235,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:16:37,264,5,0,0,0,226,236,234,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:17:37,264,5,0,0,0,226,236,235,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:18:38,264,5,0,0,0,226,237,235,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:19:38,264,5,0,0,0,226,237,236,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:20:38,264,5,0,0,0,226,237,237,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:21:38,264,5,0,0,0,226,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:22:38,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:23:38,264,5,0,0,0,224,236,235,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:24:38,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:25:39,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:26:39,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:27:39,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:28:39,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:29:39,264,5,0,0,0,224,237,237,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:30:39,264,5,0,0,0,224,237,237,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:31:40,264,5,0,0,0,224,237,236,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:32:40,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:33:40,264,5,0,0,0,224,235,235,237,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:34:40,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:35:40,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:36:40,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:37:40,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:38:40,264,5,0,0,0,221,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:39:41,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:40:41,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:41:41,264,5,0,0,0,224,237,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:42:41,264,5,0,0,0,221,236,237,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:43:41,264,5,0,0,0,224,236,236,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:44:41,264,5,0,0,0,221,237,237,239,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:45:41,264,5,0,0,0,221,237,237,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
00:46:42,264,5,0,0,0,221,237,237,238,1,0,2,49124,5,33195,10,6,15000,4,1,100,100
