time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:39,264,2,0,0,0,99,233,232,236,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:01:39,264,2,0,0,0,101,233,232,236,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:02:39,264,2,0,0,0,101,233,232,235,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:03:39,264,2,0,0,0,101,233,233,236,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:04:39,264,2,0,0,0,101,233,233,236,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:05:40,264,2,0,0,0,99,232,232,236,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:06:40,264,2,0,0,0,99,230,230,234,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:07:40,264,2,0,0,0,99,234,233,237,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:08:40,264,2,0,0,0,99,234,233,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:09:40,264,2,0,0,0,99,234,233,237,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:10:40,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:11:41,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:12:41,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:13:41,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:14:41,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:15:41,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:16:41,264,2,0,0,0,99,234,233,237,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:17:42,264,2,0,0,0,99,234,234,237,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:18:42,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:19:42,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:20:42,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
00:21:42,264,2,0,0,0,99,234,234,238,1,0,11,49650,14,33721,10,6,15000,4,1,100,100
