time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
16:31:07,264,2,0,0,0,316,236,238,240,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:31:17,264,2,0,0,0,316,236,237,240,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:31:27,264,2,0,0,0,316,236,237,240,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:31:37,264,2,0,0,0,316,235,237,238,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:31:48,264,2,0,0,0,319,235,238,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:31:58,264,2,0,0,0,316,236,238,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:08,264,2,0,0,0,319,235,237,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:18,264,2,0,0,0,316,236,237,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:28,264,2,0,0,0,316,236,238,240,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:38,264,2,0,0,0,316,236,238,240,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:48,264,2,0,0,0,316,236,237,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:32:58,264,7,0,0,0,319,237,237,239,1,0,0,0,2,49607,10,6,15000,4,1,100,100
16:33:08,264,7,82,65,91,319,235,237,238,1,5697,0,5,2,49612,10,6,15000,4,1,100,100
16:33:19,264,7,102,95,91,319,235,236,238,1,6851,0,22,2,49629,10,6,15000,4,1,100,100
16:33:29,264,7,105,99,91,319,235,235,237,1,6993,0,42,2,49649,10,6,15000,4,1,100,100
16:33:39,264,7,105,99,91,319,235,235,237,1,6997,0,61,2,49668,10,6,15000,4,1,100,100
16:33:49,264,7,105,99,91,319,236,236,238,1,7043,0,81,2,49688,10,6,15000,4,1,100,100
16:33:59,264,7,105,99,91,319,235,237,238,1,7038,0,102,2,49709,10,6,15000,4,1,100,100
16:34:09,264,7,105,99,91,322,235,237,238,1,7035,0,121,2,49728,10,6,15000,4,1,100,100
16:34:19,264,7,105,99,91,322,235,236,238,1,7036,0,141,2,49748,10,6,15000,4,1,100,100
16:35:19,264,7,104,98,91,322,235,236,238,1,6985,0,257,2,49864,10,6,15000,4,1,100,100
16:36:20,264,7,104,98,91,325,236,236,238,1,6996,0,375,2,49982,10,6,15000,4,1,100,100
16:37:20,264,7,104,98,91,325,236,236,238,1,6985,0,491,2,50098,10,6,15000,4,1,100,100
16:38:20,264,7,105,99,91,328,236,237,239,1,7053,0,609,2,50216,10,6,15000,4,1,100,100
16:39:20,264,7,105,99,91,328,235,236,238,1,7043,0,726,2,50333,10,6,15000,4,1,100,100
16:40:20,264,7,106,99,91,331,235,235,238,1,7017,0,844,2,50451,10,6,15000,4,1,100,100
16:41:20,264,7,105,99,91,331,235,235,238,1,7024,0,961,2,50568,10,6,15000,4,1,100,100
16:42:20,264,7,105,98,91,333,234,235,238,1,6965,0,1078,2,50685,10,6,15000,4,1,100,100
16:43:21,264,7,105,99,91,333,236,236,238,1,7031,0,1195,2,50802,10,6,15000,4,1,100,100
16:44:21,264,7,104,98,91,333,235,236,238,1,6996,0,1311,2,50918,10,6,15000,4,1,100,100
16:45:21,264,7,104,98,91,336,235,236,238,1,6999,0,1429,2,51036,10,6,15000,4,1,100,100
16:46:21,264,7,104,98,91,336,235,236,238,1,6996,0,1546,2,51153,10,6,15000,4,1,100,100
16:47:21,264,7,105,99,91,340,234,236,238,1,7027,0,1663,2,51270,10,6,15000,4,1,100,100
16:48:21,264,7,105,99,91,340,235,236,238,1,7013,0,1779,2,51386,10,6,15000,4,1,100,100
