time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:32:48,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:33:49,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:34:49,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:35:49,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:36:49,264,5,0,0,0,158,234,233,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:37:49,264,5,0,0,0,158,234,233,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:38:49,264,5,0,0,0,158,234,233,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:39:49,264,5,0,0,0,158,234,233,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:40:50,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:41:50,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:42:50,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:43:50,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:44:50,264,5,0,0,0,158,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:45:50,264,5,0,0,0,158,234,233,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:46:50,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:47:51,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:48:51,264,5,0,0,0,155,234,233,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:49:51,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:50:51,264,5,0,0,0,158,234,233,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:51:51,264,5,0,0,0,158,235,234,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:52:51,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:53:52,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:54:52,264,5,0,0,0,155,235,234,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:55:52,264,5,0,0,0,158,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:56:52,264,5,0,0,0,158,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:57:52,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:58:52,264,5,0,0,0,158,235,234,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
00:59:52,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:00:53,264,5,0,0,0,158,234,233,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:01:53,264,5,0,0,0,158,234,233,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:02:53,264,5,0,0,0,155,232,232,235,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:03:53,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:04:53,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:05:53,264,5,0,0,0,155,233,233,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:06:54,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:07:54,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:08:54,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:09:54,264,5,0,0,0,158,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:10:54,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:11:54,264,5,0,0,0,158,234,234,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:12:55,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:13:55,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:14:55,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:15:55,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:16:55,264,5,0,0,0,158,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:17:55,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:18:55,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:19:56,264,5,0,0,0,155,235,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:20:56,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:21:56,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:22:56,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:23:56,264,5,0,0,0,155,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:24:56,264,5,0,0,0,158,234,234,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:25:57,264,5,0,0,0,155,235,235,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:26:57,264,5,0,0,0,155,235,235,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:27:57,264,5,0,0,0,155,235,235,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:28:57,264,5,0,0,0,155,234,234,236,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:29:57,264,5,0,0,0,155,235,235,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:30:57,264,5,0,0,0,155,235,235,237,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:31:58,264,5,0,0,0,158,236,236,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:32:58,264,5,0,0,0,155,236,236,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:33:58,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:34:58,264,5,0,0,0,158,236,236,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:35:58,264,5,0,0,0,155,236,236,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:36:58,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:37:59,264,5,0,0,0,155,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:38:59,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:39:59,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:40:59,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:41:59,264,5,0,0,0,155,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
01:42:59,264,5,0,0,0,158,235,235,238,1,0,7,886,9,50493,10,6,15000,4,1,100,100
