time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:55,264,2,0,0,0,170,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:01:55,264,2,0,0,0,170,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:02:56,264,2,0,0,0,170,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:03:56,264,2,0,0,0,170,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:04:56,264,2,0,0,0,170,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:05:56,264,2,0,0,0,170,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:06:56,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:07:56,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:08:56,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:09:57,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:10:57,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:11:57,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:12:57,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:13:57,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:14:57,264,2,0,0,0,167,236,235,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:15:58,264,2,0,0,0,167,236,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:16:58,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:17:58,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:18:58,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:19:58,264,2,0,0,0,167,237,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:20:58,264,2,0,0,0,167,236,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:21:58,264,2,0,0,0,167,236,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:22:59,264,2,0,0,0,167,237,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:23:59,264,2,0,0,0,167,237,236,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:24:59,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:25:59,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:26:59,264,2,0,0,0,167,236,235,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:27:59,264,2,0,0,0,167,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:29:00,264,2,0,0,0,167,236,235,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:30:00,264,2,0,0,0,167,236,235,238,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:31:00,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:32:00,264,2,0,0,0,167,236,235,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:33:00,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:34:00,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:35:01,264,2,0,0,0,167,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:36:01,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:37:01,264,2,0,0,0,164,237,236,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:38:01,264,2,0,0,0,167,237,237,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:39:01,264,2,0,0,0,167,237,236,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:40:01,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:41:02,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:42:02,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:43:02,264,2,0,0,0,164,237,237,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:44:02,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:45:02,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:46:02,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:47:03,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:48:03,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:49:03,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:50:03,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:51:03,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:52:04,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:53:04,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:54:04,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:55:04,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:56:04,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:57:04,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:58:04,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
00:59:05,264,2,0,0,0,164,237,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:00:05,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:01:05,264,2,0,0,0,164,236,236,239,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:02:05,264,2,0,0,0,164,237,236,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:03:05,264,2,0,0,0,164,237,237,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:04:05,264,2,0,0,0,164,237,237,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:05:06,264,2,0,0,0,164,237,237,240,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:06:06,264,2,0,0,0,164,233,232,235,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:07:06,264,2,0,0,0,164,234,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:08:06,264,2,0,0,0,161,234,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:09:06,264,2,0,0,0,164,234,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:10:07,264,2,0,0,0,164,234,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:11:07,264,2,0,0,0,164,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:12:07,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:13:07,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:14:07,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:15:07,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:16:08,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:17:08,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:18:08,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:19:08,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:20:08,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:21:08,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:22:08,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:23:09,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:24:09,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:25:09,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:26:09,264,2,0,0,0,161,233,232,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:27:09,264,2,0,0,0,161,234,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:28:09,264,2,0,0,0,161,234,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:29:10,264,2,0,0,0,161,232,232,235,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:30:10,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:31:10,264,2,0,0,0,161,234,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:32:10,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:33:10,264,2,0,0,0,161,233,233,237,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:34:10,264,2,0,0,0,161,233,233,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
01:35:11,264,2,0,0,0,161,233,232,236,1,0,10,16279,13,350,10,6,15000,4,1,100,100
