time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:30,264,2,0,0,0,122,233,233,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:01:31,264,2,0,0,0,119,233,232,235,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:02:31,264,2,0,0,0,122,233,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:03:31,264,2,0,0,0,122,233,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:04:31,264,2,0,0,0,122,233,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:05:31,264,2,0,0,0,119,233,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:06:31,264,2,0,0,0,119,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:07:31,264,2,0,0,0,119,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:08:31,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:09:32,264,2,0,0,0,119,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:10:32,264,2,0,0,0,119,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:11:32,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:12:32,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:13:32,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:14:32,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:15:32,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:16:33,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:17:33,264,2,0,0,0,122,233,232,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:18:33,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:19:33,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:20:33,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:21:33,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:22:33,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:23:34,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:24:34,264,2,0,0,0,122,233,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:25:34,264,2,0,0,0,122,234,233,236,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:26:34,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:27:34,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:28:34,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:29:34,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:30:35,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:31:35,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:32:35,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:33:35,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:34:35,264,2,0,0,0,122,234,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:35:35,264,2,0,0,0,122,233,233,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:36:35,264,2,0,0,0,122,234,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:37:36,264,2,0,0,0,122,234,233,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:38:36,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:39:36,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:40:36,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:41:36,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:42:36,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:43:36,264,2,0,0,0,122,234,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:44:37,264,2,0,0,0,122,235,235,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:45:37,264,2,0,0,0,122,235,234,237,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:46:37,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:47:37,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:48:37,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:49:37,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:50:37,264,2,0,0,0,122,235,234,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:51:38,264,2,0,0,0,122,236,235,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:52:38,264,2,0,0,0,122,235,235,239,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
00:53:38,264,2,0,0,0,122,235,235,238,1,0,12,10862,14,60469,10,6,15000,4,1,100,100
