time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:00:51,264,5,0,0,0,352,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:01:51,264,5,0,0,0,352,237,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:02:51,264,5,0,0,0,352,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:03:52,264,5,0,0,0,348,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:04:52,264,5,0,0,0,348,238,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:05:52,264,5,0,0,0,348,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:06:52,264,5,0,0,0,348,236,235,238,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:07:52,264,5,0,0,0,345,238,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:08:52,264,5,0,0,0,345,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:09:53,264,5,0,0,0,345,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:10:53,264,5,0,0,0,345,238,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:11:53,264,5,0,0,0,345,237,236,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:12:53,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:13:53,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:14:53,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:15:53,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:16:54,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:17:54,264,5,0,0,0,343,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:18:54,264,5,0,0,0,340,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:19:54,264,5,0,0,0,340,238,238,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:20:54,264,5,0,0,0,340,238,238,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
00:21:54,264,5,0,0,0,340,238,237,240,1,0,0,37616,3,21687,10,6,15000,4,1,100,10
