time,ver,charge_state,I_L1,I_L2,I_L3,Temp,V_L1,V_L2,V_L3,ext_lock,P,E_cyc_hb,E_cyc_lb,E_hb,E_lb,I_max,I_min,watchdog,standby,remote_lock,max_I_cmd,FailSafe_I
00:56:33,264,5,0,0,0,119,236,236,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
00:57:34,264,5,0,0,0,119,236,236,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
00:58:35,264,5,0,0,0,119,236,236,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
00:59:35,264,5,0,0,0,119,236,237,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:00:35,264,5,0,0,0,119,236,236,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:01:35,264,5,0,0,0,119,236,237,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:02:35,264,5,0,0,0,119,235,236,238,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:03:35,264,5,0,0,0,119,236,237,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:04:36,264,5,0,0,0,119,236,237,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:05:36,264,5,0,0,0,119,236,237,239,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:06:36,264,5,0,0,0,119,235,235,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:07:36,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:08:36,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:09:36,264,5,0,0,0,119,234,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:10:37,264,5,0,0,0,119,234,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:11:37,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:12:37,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:13:37,264,5,0,0,0,119,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:14:37,264,5,0,0,0,119,233,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:15:37,264,5,0,0,0,119,233,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:16:37,264,5,0,0,0,119,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:17:38,264,5,0,0,0,119,233,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:18:38,264,5,0,0,0,119,233,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:19:38,264,5,0,0,0,119,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:20:38,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:21:38,264,5,0,0,0,119,233,234,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:22:38,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:23:39,264,5,0,0,0,119,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:24:39,264,5,0,0,0,116,233,233,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:25:39,264,5,0,0,0,119,233,233,236,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:26:39,264,5,0,0,0,116,234,233,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:27:39,264,5,0,0,0,116,234,233,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:28:39,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:29:40,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:30:40,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:31:40,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:32:40,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:33:40,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:34:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:35:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:36:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:37:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:38:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:39:41,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:40:42,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:41:42,264,5,0,0,0,116,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:42:42,264,5,0,0,0,119,234,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:43:42,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:44:42,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:45:43,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:46:43,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
01:47:43,264,5,0,0,0,116,233,234,237,1,0,9,12820,11,62427,10,6,15000,4,1,100,100
